代码,晨星专属号,名称,类型,三年评级,五年评级,今年回报率
91664938619109376, 001946, 0P00016X98, 东方红信用债债券C, 普通债券型, 5, 4, 6.22
91664939336335360, 750002, 0P0000WUGM, 安信目标收益债券A, 普通债券型, 5, 5, 9.52
91664940095504384, 161015, 0P00013455, 富国天盈债券(LOF)C, 普通债券型, 5, 5, 5.55
91664940833701888, 003547, 0P00018WDP, 鹏华丰禄债券, 信用债, 5, 0, 3.88
91664941974552576, 004127, 0P00019GVL, 鹏华丰康债券, 信用债, 5, 0, 4.14
91664942813413376, 004998, 0P0001BP82, 长信全球债券人民币份额, 环球债券, 5, 0, -3.02
91664943769714688, 003376, 0P00018OL5, 广发中债7-10年国开债指数A, 利率债, 5, 0, 4.42
91664944457580544, 005846, 0P0001DCZB, 宝盈盈泰纯债债券A, 信用债, 5, 0, 4.07
91664945913004032, 004441, 0P00019VTQ, 富荣富兴纯债债券, 信用债, 5, 0, 4.21
91664946756059136, 002073, 0P0001755S, 圆信永丰兴融债券A, 信用债, 5, 5, 4.87
91664947624280064, 003328, 0P00018MQ7, 万家鑫璟纯债债券C, 纯债基金, 5, 0, 3.51
91664948375060480, 003157, 0P00018JRT, 招商招悦纯债债券C, 信用债, 5, 0, 4.81
91664966733529088, 001776, 0P00016OWL, 中欧兴利债券A, 信用债, 5, 5, 4.57
91664967492698112, 001993, 0P00016ZCK, 博时裕泰纯债债券, 纯债基金, 5, 5, 4.11
91664968243478528, 002486, 0P00017KSW, 上银慧添利债券, 信用债, 5, 5, 3.94
91664968948121600, 003837, 0P0001981E, 东方臻享纯债债券A, 纯债基金, 5, 0, 8.93
91664969711484928, 004920, 0P0001BD02, 富国泓利纯债债券A, 信用债, 5, 0, 3.59
91664970458071040, 003258, 0P00018ZT8, 博时富祥纯债债券A, 纯债基金, 5, 0, 3.80
91664971225628672, 004705, 0P0001B2SI, 南方祥元债券A, 纯债基金, 5, 0, 4.46
91664971997380608, 004601, 0P0001ACCQ, 博时富腾纯债债券, 纯债基金, 5, 0, 4.07
91664972722995200, 003549, 0P00018YGG, 浙商惠裕纯债债券, 纯债基金, 5, 0, 4.07
91664973452804096, 004230, 0P00019LF7, 永赢添益债券, 纯债基金, 5, 0, 3.34
91664974174224384, 001794, 0P0001714W, 兴银朝阳债券, 纯债基金, 5, 4, 4.06
91664975151497216, 003673, 0P0001967Z, 中加丰裕纯债债券, 纯债基金, 5, 0, 1.03
91664976967630848, 002549, 0P00017MB0, 嘉实稳祥纯债债券A, 纯债基金, 5, 5, 2.99
91664978993479680, 000356, 0P0000ZR3D, 南方丰元信用增强债券 - C, 信用债, 5, 3, 4.34
91664980264353792, 003859, 0P00019CLH, 招商招旭纯债债券A, 信用债, 5, 0, 4.71
91664981572976640, 003568, 0P000195PG, 平安惠利纯债债券, 纯债基金, 5, 0, 3.41
91664982734798848, 004200, 0P00019IR1, 博时富瑞纯债债券A, 信用债, 5, 0, 3.08
91664983577853952, 003847, 0P0001985K, 华安鼎丰债券, 纯债基金, 5, 0, 3.08
91664984299274240, 004388, 0P00019RVD, 鹏华丰享债券, 纯债基金, 5, 0, 4.33
91664984995528704, 202108, 0P0000WB8A, 南方润元纯债债券 - A/B, 纯债基金, 5, 3, 4.86
91664985784057856, 100066, 0P0000X7PP, 富国纯债债券发起 - A/B, 纯债基金, 5, 4, 3.53
91664986522255360, 000402, 0P00012OXH, 工银纯债债券A, 纯债基金, 5, 2, 4.52
91664987273035776, 003329, 0P00018MQ8, 万家鑫安纯债债券A, 纯债基金, 5, 0, 3.39
91664988002844672, 004042, 0P00019V5E, 华夏鼎茂债券A, 纯债基金, 5, 0, 3.69
91664988741042176, 100068, 0P0000X7PQ, 富国纯债债券发起 - C, 纯债基金, 5, 3, 3.22
91665012388528128, 001578, 0P00016A01, 博时裕瑞纯债债券, 纯债基金, 5, 5, 1.73
91665013135114240, 050030, 0P0000XUWJ, 博时亚洲票息收益债券QDII - 人民币, 环球债券, 5, 5, -2.81
91665014024306688, 050203, 0P0000XWBR, 博时亚洲票息收益债券QDII - 美元现钞, 环球债券, 5, 5, -3.14
91665014938664960, 000084, 0P0000YCIN, 博时安盈债券A, 短债型, 5, 0, 2.65
91665015836246016, 540008, 0P0000NX49, 汇丰晋信低碳先锋股票A, 普通股票型, 4, 2, 36.56
91665016557666304, 610004, F0000004HC, 信达澳银中小盘混合, 积极配置型, 4, 4, 49.79
91665017362972672, 001790, 0P0001B6HP, 国泰智能汽车股票A, 普通股票型, 4, 0, 23.54
91665018243776512, 501057, 0P0001D43M, 汇添富中证新能源汽车产业指数LOFA, 普通股票型, 4, 0, 40.51
91665018973585408, 161028, 0P00015HK1, 富国中证新能源汽车指数A, 普通股票型, 4, 2, 37.70
91665019682422784, 210008, 0P0000TP11, 金鹰策略配置混合, 积极配置型, 4, 3, 48.96
91665020399648768, 481015, 0P0000U0ZS, 工银主题策略混合A, 积极配置型, 4, 3, 9.35
91665021146234880, 005037, 0P0001BGW9, 银华新能源新材料量化优选股票A, 普通股票型, 4, 0, 44.54
91665021842489344, 162202, F020162202, 泰达宏利周期混合, 积极配置型, 4, 3, 42.90
91665022647795712, 003081, 0P00019IED, 中融上海清算所银行间1-3年中高等级信用债指数A, 短债型, 5, 0, 2.75
91665023440519168, 050202, 0P0000XUWK, 博时亚洲票息收益债券QDII - 美元现汇, 环球债券, 5, 5, -3.14
91665024153550848, 005952, 0P0001DI05, 民生加银恒益纯债债券C, 利率债, 5, 0, 2.49
91665025084686336, 005623, 0P0001D4T8, 广发中债1-3年农发行债券指数A, 短债型, 5, 0, 2.55
91665025852243968, 400015, 0P0001DKHI, 东方新能源汽车主题混合, 积极配置型, 4, 0, 55.55
91665026640773120, 720001, 0P0000UG6T, 财通价值动量混合, 积极配置型, 4, 3, 37.39
91665027429302272, 005928, 0P0001D726, 创金合信新能源汽车主题股票C, 普通股票型, 4, 0, 58.99
91665028125556736, 501058, 0P0001D43N, 汇添富中证新能源汽车产业指数LOFC, 普通股票型, 4, 0, 40.26
91665028867948544, 002708, 0P000182ZP, 大摩健康产业混合, 行业混合 - 医药, 4, 5, 30.12
91665029815861248, 005821, 0P0001D62K, 万家新机遇龙头企业灵活配置混合, 沪港深积极配置型, 4, 0, 72.67
91665030507921408, 519702, 0P0000RROL, 交银趋势优先混合A, 积极配置型, 4, 5, 59.39
91665031271284736, 005038, 0P0001BGWA, 银华新能源新材料量化优选股票C, 普通股票型, 4, 0, 44.12
91665049617170432, 005352, 0P0001C8QZ, 鹏扬景泰成长混合A, 积极配置型, 4, 0, 36.93
91665050623803392, 519674, 0P0000RU7I, 银河创新成长混合, 积极配置型, 4, 4, 27.92
91665051378778112, 370024, 0P0000X7PR, 上投摩根核心优选混合, 积极配置型, 4, 4, 26.77
91665052104392704, 000729, 0P00013OUD, 建信中小盘先锋股票, 普通股票型, 4, 3, 50.00
91665052884533248, 001171, 0P00015QIY, 工银养老产业股票A, 行业股票 - 医药, 4, 5, 28.41
91665053610147840, 001956, 0P000176X0, 国联安科技动力股票, 行业股票 - 科技、传媒及通讯, 4, 5, 17.33
91665054352539648, 005207, 0P0001C9JW, 南方高端装备灵活配置混合C, 积极配置型, 4, 0, 32.90
91665055073959936, 960006, 0P00016FTA, 上投摩根行业轮动混合H, 积极配置型, 4, 4, 32.62
91665055791185920, 000793, 0P000148Y5, 工银高端制造行业股票, 普通股票型, 4, 3, 8.83
91665056525189120, 519115, F0000004HO, 浦银安盛红利精选混合, 积极配置型, 4, 3, 35.24
91665057267580928, 004905, 0P0001BBWO, 华泰柏瑞生物医药混合A, 行业混合 - 医药, 4, 0, 18.32
91665057976418304, 004374, 0P00019SO3, 华泰保兴吉年丰混合A, 积极配置型, 4, 0, 15.91
91665058689449984, 001825, 0P00019N0J, 建信中国制造2025股票, 普通股票型, 4, 0, 24.48
91665059696082944, 202027, 0P00013P60, 南方高端装备灵活配置混合A, 积极配置型, 4, 4, 33.69
91665060493000704, 005669, 0P0001CPZD, 前海开源公用事业行业股票, 沪港深股票型基金, 4, 0, 88.60
91665061264752640, 005353, 0P0001C8R0, 鹏扬景泰成长混合C, 积极配置型, 4, 0, 36.53
91665062032310272, 000308, 0P0000ZDIT, 建信创新中国混合, 积极配置型, 4, 4, 33.43
91665062770507776, 168501, 0P0001CIHE, 北信瑞丰产业升级多策略混合, 积极配置型, 4, 0, 15.49
91665063500316672, 370027, 0P0000XYDD, 上投摩根智选30混合, 积极配置型, 4, 4, 5.25
91665064225931264, 001985, 0P000170F9, 富国低碳新经济混合A, 积极配置型, 4, 5, 13.27
91665064989294592, 377530, F0000004IK, 上投摩根行业轮动混合A, 积极配置型, 4, 4, 32.63
91665065748463616, 530001, F0000003YQ, 建信恒久价值混合, 积极配置型, 4, 3, 26.20
91665066482466816, 000339, 0P00011RYT, 长城医疗保健混合, 行业混合 - 医药, 4, 5, 14.97
91665067220664320, 003145, 0P00018H2X, 中融竞争优势股票, 普通股票型, 4, 0, 27.20
91665067958861824, 050010, F0000004A2, 博时特许价值混合A, 积极配置型, 4, 4, 6.22
91665086183112704, 000831, 0P00014IRS, 工银医疗保健股票, 行业股票 - 医药, 4, 4, 25.57
91665087613370368, 519918, 0P000135LD, 华夏兴和混合, 积极配置型, 4, 3, 43.96
91665088347373568, 005472, 0P0001CP5Q, 富国价值驱动灵活配置混合A, 沪港深积极配置型, 4, 0, 17.08
91665089299480576, 519026, F0000004IZ, 海富通中小盘混合, 积极配置型, 4, 3, 10.55
91665090020900864, 000913, 0P000157OE, 农银医疗保健主题股票, 行业股票 - 医药, 4, 4, 10.40
91665090729738240, 240022, 0P0000WGXF, 华宝资源优选混合A, 积极配置型, 4, 4, 50.20
91665091417604096, 519909, 0P00013266, 华安安顺灵活配置混合, 积极配置型, 4, 5, 31.31
91665092596203520, 000985, 0P000156PC, 嘉实逆向策略股票, 普通股票型, 4, 4, 22.69
91665093346983936, 001158, 0P00015QIW, 工银新材料新能源股票, 普通股票型, 4, 3, 29.15
91665094156484608, 270021, F0000004FU, 广发聚瑞混合A, 积极配置型, 4, 4, 13.52
91665094911459328, 100039, 0P0000NN23, 富国通胀通缩主题混合, 积极配置型, 4, 5, 11.16
91665095674822656, 001576, 0P0001ACL7, 国泰智能装备股票A, 普通股票型, 4, 0, 12.88
91665097025388544, 410007, F0000004G1, 华富价值增长混合, 积极配置型, 4, 4, 23.53
91665097813917696, 004375, 0P00019SO4, 华泰保兴吉年丰混合C, 积极配置型, 4, 0, 15.74
91665098531143680, 460005, F0000004B3, 华泰柏瑞价值增长混合A, 积极配置型, 4, 4, 7.94
91665099286118400, 001749, 0P0001CI7P, 招商中国机遇股票, 普通股票型, 4, 0, 14.87
91665099965595648, 000940, 0P00015460, 富国中小盘精选混合, 积极配置型, 4, 3, 9.80
91665100733153280, 000418, 0P0000ZXK5, 景顺长城成长之星, 普通股票型, 4, 5, 10.86
91665101634928640, 519672, 0P0000OMSN, 银河蓝筹混合, 积极配置型, 4, 5, 18.46
91665102545092608, 005473, 0P0001CP5R, 富国价值驱动灵活配置混合C, 沪港深积极配置型, 4, 0, 16.38
91665103287484416, 450004, F0000004A9, 国富深化价值混合, 积极配置型, 4, 4, 19.61
91665104046653440, 200015, 0P0000VOHJ, 长城优化升级混合A, 积极配置型, 4, 3, 34.52
91665104755490816, 162703, F0000003X2, 广发小盘成长混合(LOF)A, 积极配置型, 4, 4, -4.71
91665105611128832, 162208, F00000041I, 泰达宏利首选企业股票, 普通股票型, 4, 4, 12.22
91665106382880768, 160624, 0P00011FQB, 鹏华消费领先混合, 积极配置型, 4, 4, 10.15
91665124632297472, 005708, 0P0001D2W5, 国联安远见成长混合, 沪港深积极配置型, 4, 0, 21.89
91665125362106368, 001719, 0P000177QR, 工银国家战略股票, 普通股票型, 4, 3, 29.41
91665126079332352, 003745, 0P00019Y6R, 广发多元新兴股票, 普通股票型, 4, 0, 0.40
91665126901415936, 001827, 0P00017B3H, 富国研究优选沪港深灵活配置混合, 沪港深积极配置型, 4, 3, 24.96
91665127639613440, 519091, F0000004G6, 新华泛资源优势混合, 积极配置型, 4, 5, 25.48
91665128415559680, 000452, 0P00011IL3, 南方医药保健灵活配置混合, 行业混合 - 医药, 4, 4, 21.05
91665129283780608, 000960, 0P000155LI, 招商医药健康产业股票, 行业股票 - 医药, 4, 4, 3.99
91665130193944576, 000328, 0P0000ZRVA, 上投摩根转型动力混合, 积极配置型, 4, 3, 7.78
91665130911170560, 460007, F0000004GF, 华泰柏瑞行业领先混合, 积极配置型, 4, 4, 5.86
91665131666145280, 000756, 0P00013W23, 建信潜力新蓝筹股票, 普通股票型, 4, 4, 39.06
91665132484034560, 001692, 0P00016GJO, 南方国策动力股票, 普通股票型, 4, 4, 15.12
91665133239009280, 000609, 0P000131M7, 华商新量化灵活配置混合, 积极配置型, 4, 4, 5.94
91665133993984000, 398061, 0P0000U6NU, 中海消费混合, 积极配置型, 4, 4, 8.49
91665134778318848, 165313, 0P0000YBN0, 建信优势动力混合(LOF), 积极配置型, 4, 4, 15.20
91665135533293568, 005905, 0P0001D8QD, 华泰保兴成长优选混合C, 积极配置型, 4, 0, 11.00
91665136342794240, 000971, 0P000156JL, 诺安新经济股票, 普通股票型, 4, 2, 3.02
91665137399758848, 000696, 0P00013WJT, 汇添富环保行业股票, 普通股票型, 4, 3, 27.84
91665138167316480, 160225, 0P00018A5R, 国泰国证新能源汽车指数（LOF）, 普通股票型, 4, 0, 29.09
91665138989400064, 161611, F0000004F3, 融通内需驱动混合, 积极配置型, 4, 3, 27.27
91665139794706432, 159949, 0P000184MQ, 华安创业板50ETF, 普通股票型, 4, 1, 13.92
91665140553875456, 163818, 0P0000UDN9, 中银中小盘成长混合, 积极配置型, 4, 3, 19.91
91665141241741312, 005303, 0P0001C5QT, 嘉实医药健康股票A, 行业股票 - 医药, 4, 0, 14.81
91665141984133120, 001236, 0P00015Y9S, 博时丝路主题股票A, 普通股票型, 4, 4, 14.36
91665142722330624, 162204, F0000003WE, 泰达宏利行业精选混合, 积极配置型, 4, 4, 2.02
91665143422779392, 000031, F000000442, 华夏复兴混合, 积极配置型, 4, 2, 3.25
91665161592504320, 001166, 0P00015P0I, 建信环保产业股票, 普通股票型, 4, 3, 29.73
91665162284564480, 001645, 0P0001755W, 国泰大健康股票A, 普通股票型, 4, 5, 13.02
91665163068899328, 519158, 0P0000Z9TY, 新华趋势领航混合, 积极配置型, 4, 3, 21.28
91665163794513920, 200012, 0P0000RXU4, 长城中小盘成长混合, 积极配置型, 4, 5, 9.56
91665164574654464, 160919, 0P000154MW, 大成产业升级股票(LOF), 普通股票型, 4, 4, 16.35
91665165346406400, 398001, F0000003WL, 中海优质成长混合, 积极配置型, 4, 3, 14.30
91665166088798208, 002861, 0P0001AC31, 工银智能制造股票, 普通股票型, 4, 0, 5.54
91665166847967232, 570001, F00000042C, 诺德价值优势混合, 积极配置型, 4, 5, 0.66
91665167623913472, 001955, 0P00017O2F, 中欧养老产业混合A, 积极配置型, 4, 4, 17.63
91665168445997056, 373020, F0000004A5, 上投摩根双核平衡混合, 标准混合型, 4, 4, 12.01
91665169150640128, 240009, F000000415, 华宝先进成长混合, 积极配置型, 4, 3, 16.63
91665169905614848, 290008, 0P0000RQN4, 泰信发展主题混合, 积极配置型, 4, 3, 23.11
91665170715115520, 260104, F0000003WB, 景顺长城内需增长混合, 积极配置型, 4, 4, -11.92
91665171482673152, 040005, F00000040J, 华安宏利混合, 积极配置型, 4, 3, 30.72
91665172237647872, 002556, 0P00017MXE, 博时丝路主题股票C, 普通股票型, 4, 4, 13.94
91665173089091584, 005304, 0P0001C5QU, 嘉实医药健康股票C, 行业股票 - 医药, 4, 0, 14.13
91665174351577088, 110013, F0000004DS, 易方达科翔混合, 积极配置型, 4, 4, 17.75
91665175131717632, 001490, 0P0001696C, 汇添富国企创新增长股票, 普通股票型, 4, 4, 7.37
91665175949606912, 690011, 0P0000XSUU, 民生加银积极成长混合, 积极配置型, 4, 4, 13.86
91665176717164544, 005739, 0P0001CXPR, 富国转型机遇混合, 积极配置型, 4, 0, 15.28
91665177501499392, 004394, 0P0001A2CA, 华泰柏瑞量化创优灵活配置混合, 积极配置型, 4, 0, 14.12
91665178210336768, 161031, 0P000163SA, 富国中证工业4.0指数, 普通股票型, 4, 2, 9.30
91665178986283008, 160420, 0P0001696H, 华安创业板50指数（LOF）A, 普通股票型, 4, 1, 13.23
91665179728674816, 000788, 0P00013Z9C, 前海开源中国成长灵活配置混合, 积极配置型, 4, 3, 21.18
91665180529786880, 660004, F0000004HA, 农银策略价值混合, 积极配置型, 4, 4, 11.12
91665198749843456, 121008, F00000047P, 国投瑞银成长优选混合, 积极配置型, 4, 3, 10.48
91665199521595392, 162605, F0000003XA, 景顺长城鼎益混合(LOF), 积极配置型, 4, 5, -10.17
91665200461119488, 002289, 0P0001CG56, 华商改革创新股票, 普通股票型, 4, 0, 17.59
91665201186734080, 002300, 0P0001785F, 长盛医疗行业量化配置股票, 行业股票 - 医药, 4, 4, 10.21
91665201924931584, 320018, 0P0000V8VO, 诺安新动力混合, 标准混合型, 4, 3, 31.04
91665202637963264, 481017, 0P0000VQ03, 工银量化策略混合A, 积极配置型, 4, 4, 13.22
91665203539738624, 000524, 0P00011YE5, 上投摩根民生需求股票, 普通股票型, 4, 3, 8.62
91665204282130432, 090016, 0P00012K9D, 大成消费主题混合, 积极配置型, 4, 3, 8.80
91665205037105152, 161706, F0000003YH, 招商优质成长混合 (LOF), 积极配置型, 4, 4, -7.61
91665205842411520, 040011, F0000004D2, 华安核心混合, 积极配置型, 4, 5, 8.59
91665206651912192, 519035, F00000042L, 富国天博创新混合, 积极配置型, 4, 4, 3.01
91665207373332480, 000136, 0P0000YR3Y, 民生加银策略精选混合A, 积极配置型, 4, 4, 3.38
91665208073781248, 005593, 0P0001CP5O, 上投摩根创新商业模式灵活配置混合, 沪港深积极配置型, 4, 0, 0.96
91665209185271808, 001482, 0P00016AJL, 上投摩根新兴服务股票, 普通股票型, 4, 4, 8.05
91665210028326912, 000362, 0P0000ZQ31, 国泰聚信价值优势灵活配置混合A, 积极配置型, 4, 4, 13.92
91665211013988352, 050022, 0P0000TXJW, 博时回报混合, 标准混合型, 4, 3, 4.92
91665211852849152, 164905, 0P00015GVA, 交银国证新能源指数（LOF）A, 普通股票型, 4, 2, 34.36
91665212763013120, 000534, 0P000124IB, 长盛高端装备制造灵活配置混合, 积极配置型, 4, 3, 13.14
91665213652205568, 260109, F000000410, 景顺长城内需增长贰号混合, 积极配置型, 4, 4, -10.52
91665214486872064, 001473, 0P000169PX, 建信大安全战略精选股票, 普通股票型, 4, 5, -0.58
91665215267012608, 217020, 0P0001BRWV, 招商安达灵活配置混合, 积极配置型, 4, 0, -2.05
91665215988432896, 260108, F0000003ZX, 景顺长城新兴成长混合, 积极配置型, 4, 5, -9.69
91665216776962048, 000363, 0P0000ZQ51, 国泰聚信价值优势灵活配置混合C, 积极配置型, 4, 4, 13.47
91665217548713984, 001915, 0P00016Y4N, 宝盈医疗健康沪港深股票, 沪港深股票型基金, 4, 0, 4.35
91665218328854528, 005409, 0P0001CBPE, 华泰柏瑞战略新兴产业混合A, 沪港深积极配置型, 4, 0, 15.79
91665236678934528, 005812, 0P0001CZCM, 鹏华产业精选灵活配置混合, 沪港深积极配置型, 4, 0, -11.94
91665237404549120, 005310, 0P0001C8QX, 广发电子信息传媒股票A, 行业股票 - 科技、传媒及通讯, 4, 0, 7.63
91665238318907392, 001040, 0P00015H5N, 新华策略精选股票, 普通股票型, 4, 4, 3.57
91665239262625792, 000589, 0P00012HKY, 光大保德信银发商机主题混合, 积极配置型, 4, 3, 4.69
